ID,Name,canonicalName,GBIF_ID,GBIF_NAME,rank,kingdom,phylum,class_,order,family,genus,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey
coraciasgarrulus,Coracias garrulus,Coracias garrulus,2475365,"Coracias garrulus Linnaeus, 1758",SPECIES,Animalia,Chordata,Aves,Coraciiformes,Coraciidae,Coracias,1,44,212,1447,9307,2475359
coraciasnaevia,Coracias naevia,Coracias naevius,2475375,"Coracias naevius Daudin, 1800",SPECIES,Animalia,Chordata,Aves,Coraciiformes,Coraciidae,Coracias,1,44,212,1447,9307,2475359
coraciidae,Coraciidae,Coraciidae,9307,Coraciidae,FAMILY,Animalia,Chordata,Aves,Coraciiformes,Coraciidae,,1,44,212,1447,9307,
corallocarpus,Corallocarpus,Corallocarpus,6422484,Corallocarpus Welw. ex Benth. & Hook.f.,GENUS,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Corallocarpus,6,7707728,220,7224005,6634,6422484
corallocarpusbainesiihookfameeuse,Corallocarpus bainesii,Corallocarpus bainesii,3623632,Corallocarpus bainesii (Hook.f.) A.Meeuse,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Corallocarpus,6,7707728,220,7224005,6634,6422484
corallocarpustriangularis,Corallocarpus triangularis,Corallocarpus triangularis,3623180,Corallocarpus triangularis Cogn.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Corallocarpus,6,7707728,220,7224005,6634,6422484
corallocarpuswelwitschii,Corallocarpus welwitschii,Corallocarpus welwitschii,3623163,Corallocarpus welwitschii Benth. & Hook.f.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Corallocarpus,6,7707728,220,7224005,6634,6422484
cordylustropidosternum,Cordylus tropidosternum,Cordylus tropidosternum,5227203,"Cordylus tropidosternum (Cope, 1869)",SPECIES,Animalia,Chordata,Reptilia,Squamata,Cordylidae,Cordylus,1,44,358,715,6173,3238496
coreidae,Coreidae,Coreidae,9649,Coreidae,FAMILY,Animalia,Arthropoda,Insecta,Hemiptera,Coreidae,,1,54,216,809,9649,
corvinellamelanoleuca,Corvinella melanoleuca,Urolestes melanoleucus,5789240,"Urolestes melanoleucus (Jardine, 1831)",SPECIES,Animalia,Chordata,Aves,Passeriformes,Laniidae,Urolestes,1,44,212,729,9315,4846001
corvus,Corvus,Corvus,2482468,"Corvus Linnaeus, 1758",GENUS,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,1,44,212,729,5235,2482468
corvusalbicollis,Corvus albicollis,Corvus albicollis,2482478,"Corvus albicollis Latham, 1790",SPECIES,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,1,44,212,729,5235,2482468
corvusalbus,Corvus albus,Corvus albus,2482519,"Corvus albus Statius Muller, 1776",SPECIES,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,1,44,212,729,5235,2482468
corvuscapensis,Corvus capensis,Corvus capensis,2482521,"Corvus capensis Lichtenstein, 1823",SPECIES,Animalia,Chordata,Aves,Passeriformes,Corvidae,Corvus,1,44,212,729,5235,2482468
corythaixoidesconcolor,Corythaixoides concolor,Corythaixoides concolor,2475259,"Corythaixoides concolor (A.Smith, 1833)",SPECIES,Animalia,Chordata,Aves,Musophagiformes,Musophagidae,Corythaixoides,1,44,212,1444,5258,2475258
coturnixcoturnix,Coturnix coturnix,Coturnix coturnix,2474156,"Coturnix coturnix (Linnaeus, 1758)",SPECIES,Animalia,Chordata,Aves,Galliformes,Phasianidae,Coturnix,1,44,212,723,9331,2474126
coturnixdelegorguei,Coturnix delegorguei,Coturnix delegorguei,2474141,"Coturnix delegorguei Delegorgue, 1847",SPECIES,Animalia,Chordata,Aves,Galliformes,Phasianidae,Coturnix,1,44,212,723,9331,2474126
creatophoracinerea,Creatophora cinerea,Creatophora cinerea,2489016,"Creatophora cinerea (Meuschen, 1787)",SPECIES,Animalia,Chordata,Aves,Passeriformes,Sturnidae,Creatophora,1,44,212,729,9350,2489015
crematogaster,Crematogaster,Crematogaster,1324306,"Crematogaster Lund, 1831",GENUS,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Crematogaster,1,54,216,1457,4342,1324306
crinum,Crinum,Crinum,2773870,Crinum L.,GENUS,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Crinum,6,7707728,196,1169,7682,2773870
crinumfoetidum,Crinum foetidum,Crinum crassicaule,2853680,Crinum crassicaule Baker,SPECIES,Plantae,Tracheophyta,Liliopsida,Asparagales,Amaryllidaceae,Crinum,6,7707728,196,1169,7682,2773870
crocidurahirta,Crocidura hirta,Crocidura hirta,2435710,"Crocidura hirta Peters, 1852",SPECIES,Animalia,Chordata,Mammalia,Soricomorpha,Soricidae,Crocidura,1,44,359,803,5534,2435528
crocodylidae,Crocodylidae,Crocodylidae,5685,Crocodylidae,FAMILY,Animalia,Chordata,Reptilia,Crocodylia,Crocodylidae,,1,44,358,704,5685,
crocodylusniloticus,Crocodylus niloticus,Crocodylus niloticus,2441341,"Crocodylus niloticus Laurenti, 1768",SPECIES,Animalia,Chordata,Reptilia,Crocodylia,Crocodylidae,Crocodylus,1,44,358,704,5685,2441321
crocutacrocuta,Crocuta crocuta,Crocuta crocuta,5218781,"Crocuta crocuta (Erxleben, 1777)",SPECIES,Animalia,Chordata,Mammalia,Carnivora,Hyaenidae,Crocuta,1,44,359,732,5306,2433504
crotalariadamarensis,Crotalaria damarensis,Crotalaria damarensis,2942908,Crotalaria damarensis Engl.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Crotalaria,6,7707728,220,1370,5386,2941719
crotalariaflavicarinata,Crotalaria flavicarinata,Crotalaria flavicarinata,2942245,Crotalaria flavicarinata Baker f.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Crotalaria,6,7707728,220,1370,5386,2941719
crotalarialotoides,Crotalaria lotoides,Crotalaria lotoides,2942161,Crotalaria lotoides Benth.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Crotalaria,6,7707728,220,1370,5386,2941719
crotalariaorientalis,Crotalaria orientalis,Crotalaria orientalis,2942949,Crotalaria orientalis Burtt Davy ex Verdoorn,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Crotalaria,6,7707728,220,1370,5386,2941719
crotalariapodocarpa,Crotalaria podocarpa,Crotalaria podocarpa,2942954,Crotalaria podocarpa DC.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Crotalaria,6,7707728,220,1370,5386,2941719
crotalariaspartioides,Crotalaria spartioides,Crotalaria spartioides,2942696,Crotalaria spartioides DC.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Crotalaria,6,7707728,220,1370,5386,2941719
crotongratissimus,Croton gratissimus,Croton gratissimus,3058727,Croton gratissimus Burch.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Croton,6,7707728,220,1414,4691,3057454
cryptomysholosericeus,Cryptomys holosericeus,,,,,,,,,,,,,,,,
cryptomyshottentotus,Cryptomys hottentotus,Cryptomys hottentotus,2437213,"Cryptomys hottentotus (Lesson, 1826)",SPECIES,Animalia,Chordata,Mammalia,Rodentia,Bathyergidae,Cryptomys,1,44,359,1459,5492,2437211
cuculusclamosus,Cuculus clamosus,Cuculus clamosus,5231913,"Cuculus clamosus Latham, 1801",SPECIES,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,Cuculus,1,44,212,1492,9309,2336662
cucumisafricanus,Cucumis africanus,Cucumis africanus,8298709,Cucumis africanus L.f.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Cucumis,6,7707728,220,7224005,6634,2874568
cucumisanguriaanguria,Cucumis anguria anguria,Cucumis anguria anguria,7224007,Cucumis anguria var. anguria,VARIETY,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Cucumis,6,7707728,220,7224005,6634,2874568
cucumishumifructus,Cucumis humifructus,Cucumis humifructus,4939975,Cucumis humifructus Stent,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Cucumis,6,7707728,220,7224005,6634,2874568
cucumiskalahariensis,Cucumis kalahariensis,Cucumis kalahariensis,3625577,Cucumis kalahariensis A.Meeuse,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Cucumis,6,7707728,220,7224005,6634,2874568
cucumismetuliferus,Cucumis metuliferus,Cucumis metuliferus,8350997,Cucumis metuliferus E.Mey. ex Schrad.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Cucumis,6,7707728,220,7224005,6634,2874568
cucurbitaceae,Cucurbitaceae,Cucurbitaceae,6634,Cucurbitaceae,FAMILY,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,,6,7707728,220,7224005,6634,
culicidae,Culicidae,Culicidae,3346,Culicidae,FAMILY,Animalia,Arthropoda,Insecta,Diptera,Culicidae,,1,54,216,811,3346,
cursoriusrufus,Cursorius rufus,Cursorius rufus,2480742,"Cursorius rufus Gould, 1837",SPECIES,Animalia,Chordata,Aves,Charadriiformes,Glareolidae,Cursorius,1,44,212,7192402,5245,2480739
cursoriustemminckii,Cursorius temminckii,Cursorius temminckii,2480745,"Cursorius temminckii Swainson, 1822",SPECIES,Animalia,Chordata,Aves,Charadriiformes,Glareolidae,Cursorius,1,44,212,7192402,5245,2480739
cussoniapaniculata,Cussonia paniculata,Cussonia paniculata,3035211,Cussonia paniculata Eckl. & Zeyh.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,Cussonia,6,7707728,220,1351,8800,3035207
cymbopogoncaesius,Cymbopogon caesius,Cymbopogon caesius,4151099,Cymbopogon caesius (Hook. & Arn.) Stapf,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Cymbopogon,6,7707728,196,1369,3073,2705264
cymbopogonplurinodis,Cymbopogon plurinodis,Cymbopogon pospischilii,4138305,Cymbopogon pospischilii (K.Schum.) C.E.Hubb.,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Cymbopogon,6,7707728,196,1369,3073,2705264
cynanchumviminale,Cynanchum viminale,Cynanchum viminale,7504382,Cynanchum viminale L.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Cynanchum,6,7707728,220,412,6701,3170354
cynictispenicillata,Cynictis penicillata,Cynictis penicillata,2434174,Cynictis penicillata G,SPECIES,Animalia,Chordata,Mammalia,Carnivora,Herpestidae,Cynictis,1,44,359,732,9678,2434173
cyperaceae,Cyperaceae,Cyperaceae,7708,Cyperaceae,FAMILY,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,,6,7707728,196,1369,7708,
cyperusdenudatus,Cyperus denudatus,Cyperus denudatus,2715328,Cyperus denudatus L.f.,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Cyperus,6,7707728,196,1369,7708,2713455
cyperusfulgens,Cyperus fulgens,Cyperus fulgens,2714551,Cyperus fulgens C.B.Clarke,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Cyperus,6,7707728,196,1369,7708,2713455
cyperusimbricatus,Cyperus imbricatus,Cyperus imbricatus,2714233,Cyperus imbricatus Retz.,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Cyperus,6,7707728,196,1369,7708,2713455
cyperuslongus,Cyperus longus,Cyperus longus,8243603,Cyperus longus L.,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Cyperus,6,7707728,196,1369,7708,2713455
cyperusmargaritaceusvahl,Cyperus margaritaceus,Cyperus margaritaceus,2716662,Cyperus margaritaceus Vahl,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Cyperus,6,7707728,196,1369,7708,2713455
cyperususitatus,Cyperus usitatus,Cyperus usitatus,7849999,Cyperus usitatus Burch.,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Cyperus,6,7707728,196,1369,7708,2713455
cyphostemmacongestum,Cyphostemma congestum,Cyphostemma congestum,4052662,Cyphostemma congestum (Baker) Desc. ex Wild & R.B.Drumm.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Vitales,Vitaceae,Cyphostemma,6,7707728,220,7222050,6672,7293685
cyphostemmahereroense,Cyphostemma hereroense,Cyphostemma hereroense,4054995,Cyphostemma hereroense (Schinz) Desc. ex Wild & R.B.Drumm.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Vitales,Vitaceae,Cyphostemma,6,7707728,220,7222050,6672,7293685
dactylocteniumgiganteum,Dactyloctenium giganteum,Dactyloctenium giganteum,4149875,Dactyloctenium giganteum B.S.Fisher & Schweick.,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Dactyloctenium,6,7707728,196,1369,3073,2706187
damaliscuslunatus,Damaliscus lunatus,Damaliscus lunatus,2441041,"Damaliscus lunatus (Burchell, 1823)",SPECIES,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Damaliscus,1,44,359,731,9614,2441039
damaliscuspygargusdorcas,Damaliscus pygargus dorcas,Damaliscus pygargus,2441042,"Damaliscus pygargus (Pallas, 1767)",SPECIES,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Damaliscus,1,44,359,731,9614,2441039
damaliscuspygargusphillipsi,Damaliscus pygargus phillipsi,Damaliscus pygargus phillipsi,4262634,"Damaliscus pygargus phillipsi Harper, 1939",SUBSPECIES,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Damaliscus,1,44,359,731,9614,2441039
danauschrysippus,Danaus chrysippus,Danaus chrysippus,7642610,"Danaus chrysippus (Linnaeus, 1758)",SPECIES,Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Danaus,1,54,216,797,7017,5133087
dendroaspis,Dendroaspis,Dendroaspis,2469869,"Dendroaspis Schlegel, 1848",GENUS,Animalia,Chordata,Reptilia,Squamata,Elapidae,Dendroaspis,1,44,358,715,9455,2469869
dendroaspispolylepis,Dendroaspis polylepis,Dendroaspis polylepis,8054654,"Dendroaspis polylepis Günther, 1864",SPECIES,Animalia,Chordata,Reptilia,Squamata,Elapidae,Dendroaspis,1,44,358,715,9455,2469869
dendrocygna,Dendrocygna,Dendrocygna,2498392,"Dendrocygna Swainson, 1837",GENUS,Animalia,Chordata,Aves,Anseriformes,Anatidae,Dendrocygna,1,44,212,1108,2986,2498392
dendromusmelanotis,Dendromus melanotis,Dendromus melanotis,5219775,"Dendromus melanotis (A.Smith, 1834)",SPECIES,Animalia,Chordata,Mammalia,Rodentia,Nesomyidae,Dendromus,1,44,359,1459,3240581,2438177
dendropicosnamaquus,Dendropicos namaquus,Dendropicos namaquus,2478415,"Dendropicos namaquus (A.A.H.Lichtenstein, 1793)",SPECIES,Animalia,Chordata,Aves,Piciformes,Picidae,Dendropicos,1,44,212,724,9333,2478384
dermestes,Dermestes,Dermestes,1043928,"Dermestes Linnaeus, 1758",GENUS,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Dermestes,1,54,216,1470,4239,1043928
desmodillusauricularis,Desmodillus auricularis,Desmodillus auricularis,2437723,"Desmodillus auricularis (A.Smith, 1834)",SPECIES,Animalia,Chordata,Mammalia,Rodentia,Muridae,Desmodillus,1,44,359,1459,5510,2437722
dialiumenglerianum,Dialium englerianum,Dialium englerianum,2970943,Dialium englerianum Henriques,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Dialium,6,7707728,220,1370,5386,2970932
diamphidia,Diamphidia,Diamphidia,3262675,"Diamphidia Gerstaecker, 1855",GENUS,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Diamphidia,1,54,216,1470,7780,3262675
diamphidiasimplex,Diamphidia simplex,,,,,,,,,,,,,,,,
dicerocaryumeriocarpum,Dicerocaryum eriocarpum,Dicerocaryum eriocarpum,3585179,Dicerocaryum eriocarpum (Dcne.) J.Abels.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Pedaliaceae,Dicerocaryum,6,7707728,220,408,6650,7313155
dicerocaryumzanguebarium,Dicerocaryum zanguebarium,Dicerocaryum zanguebarium,3585148,Dicerocaryum zanguebarium (Lour.) Merr.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Pedaliaceae,Dicerocaryum,6,7707728,220,408,6650,7313155
dicerosbicornis,Diceros bicornis,Diceros bicornis,5220111,"Diceros bicornis (Linnaeus, 1758)",SPECIES,Animalia,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Diceros,1,44,359,795,9415,2440872
dichapetalumcymosum,Dichapetalum cymosum,Dichapetalum cymosum,4195988,Dichapetalum cymosum Engl.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Dichapetalaceae,Dichapetalum,6,7707728,220,1414,3231311,7309866
dichrostachyscinerea,Dichrostachys cinerea,Dichrostachys cinerea,2975891,Dichrostachys cinerea (L.) Wight & Arn.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Dichrostachys,6,7707728,220,1370,5386,2975868
dichrostachyscinereaafricana,Dichrostachys cinerea africana,Dichrostachys cinerea africana,2976300,Dichrostachys cinerea subsp. africana Brenan & Brummitt,SUBSPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Dichrostachys,6,7707728,220,1370,5386,2975868
dicomaanomala,Dicoma anomala,Dicoma anomala,3103392,Dicoma anomala Sond.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Dicoma,6,7707728,220,414,3065,3103338
dicomacapensis,Dicoma capensis,Dicoma capensis,3103369,Dicoma capensis Less.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Dicoma,6,7707728,220,414,3065,3103338
dicomaschinzii,Dicoma schinzii,Dicoma schinzii,3103342,Dicoma schinzii O.Hoffm.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Dicoma,6,7707728,220,414,3065,3103338
dicrurusadsimilis,Dicrurus adsimilis,Dicrurus adsimilis,2493963,"Dicrurus adsimilis (Bechstein, 1794)",SPECIES,Animalia,Chordata,Aves,Passeriformes,Dicruridae,Dicrurus,1,44,212,729,9310,2493960
digitaria,Digitaria,Digitaria,2704525,Digitaria Haller,GENUS,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Digitaria,6,7707728,196,1369,3073,2704525
digitariaerianthasteud,Digitaria eriantha,Digitaria eriantha,5289987,Digitaria eriantha Steud.,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Digitaria,6,7707728,196,1369,3073,2704525
digitariamilanjiana,Digitaria milanjiana,Digitaria milanjiana,5289950,Digitaria milanjiana (Rendle) Stapf,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Digitaria,6,7707728,196,1369,3073,2704525
dinothrombium,Dinothrombium,Dinothrombium,4651354,"Dinothrombium Oudemans, 1910",GENUS,Animalia,Arthropoda,Arachnida,Prostigmata,Leeuwenhoekiidae,Dinothrombium,1,54,367,372,6069,4651354
dioscoreaquartiniana,Dioscorea quartiniana,Dioscorea quartiniana,2755797,Dioscorea quartiniana A.Rich.,SPECIES,Plantae,Tracheophyta,Liliopsida,Dioscoreales,Dioscoreaceae,Dioscorea,6,7707728,196,1171,7694,2754367
diospyroschamaethamnus,Diospyros chamaethamnus,Diospyros chamaethamnus,4071396,Diospyros chamaethamnus Mildbr.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ebenaceae,Diospyros,6,7707728,220,1353,6709,3030169
diospyroslycioides,Diospyros lycioides,Diospyros lycioides,4070128,Diospyros lycioides Desf.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ebenaceae,Diospyros,6,7707728,220,1353,6709,3030169
dipcadi,Dipcadi,Dipcadi,8407883,Dipcadi,GENUS,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Dipcadi,6,7707728,196,1169,7683,8407883
dipcadiglaucum,Dipcadi glaucum,Dipcadi glaucum,2768304,Dipcadi glaucum Baker,SPECIES,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Dipcadi,6,7707728,196,1169,7683,8407883
dipcadilongifolium,Dipcadi longifolium,Dipcadi longifolium,2768340,Dipcadi longifolium Baker,SPECIES,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Dipcadi,6,7707728,196,1169,7683,8407883
dipcadimarlothiiengl,Dipcadi marlothii,Dipcadi marlothii,2768269,Dipcadi marlothii Engl.,SPECIES,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Dipcadi,6,7707728,196,1169,7683,8407883
dipcadiviride,Dipcadi viride,Dipcadi viride,2768199,Dipcadi viride Moench,SPECIES,Plantae,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Dipcadi,6,7707728,196,1169,7683,8407883
diplopoda,Diplopoda,Diplopoda,361,Diplopoda,CLASS,Animalia,Arthropoda,Diplopoda,,,,1,54,361,,,
diplorhynchuscondylocarpon,Diplorhynchus condylocarpon,Diplorhynchus condylocarpon,5536384,Diplorhynchus condylocarpon (Müll.Arg.) Pichon,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Diplorhynchus,6,7707728,220,412,6701,3230998
diptera,Diptera,Diptera,811,Diptera,ORDER,Animalia,Arthropoda,Insecta,Diptera,,,1,54,216,811,,
dispholidustypus,Dispholidus typus,Dispholidus typus,2452959,"Dispholidus typus (Smith, 1828)",SPECIES,Animalia,Chordata,Reptilia,Squamata,Colubridae,Dispholidus,1,44,358,715,6172,2452958
dolichospratensis,Dolichos pratensis,Dolichos pratensis,2975595,Dolichos pratensis Taub.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Dolichos,6,7707728,220,1370,5386,2975549
dombeyarotundifolia,Dombeya rotundifolia,Dombeya rotundifolia,5546739,Dombeya rotundifolia Planch.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Dombeya,6,7707728,220,941,6685,8683601
dorylushelvolus,Dorylus helvolus,Dorylus helvolus,1317878,"Dorylus helvolus (Linnaeus, 1764)",SPECIES,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,Dorylus,1,54,216,1457,4342,1317800
duvaliapolita,Duvalia polita,Ceropegia polita,9411286,Ceropegia polita (N.E.Br.) Bruyns,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Ceropegia,6,7707728,220,412,6701,7150518
dytiscus,Dytiscus,Dytiscus,1038058,"Dytiscus Linnaeus, 1758",GENUS,Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,Dytiscus,1,54,216,1470,7824,1038058
egrettagarzetta,Egretta garzetta,Egretta garzetta,2480876,"Egretta garzetta (Linnaeus, 1766)",SPECIES,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Egretta,1,44,212,7190953,3685,2480872
ehretiarigida,Ehretia rigida,Ehretia rigida,7295351,Ehretia rigida Druce,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Ehretiaceae,Ehretia,6,7707728,220,7226464,4923856,9749134
elanuscaeruleus,Elanus caeruleus,Elanus caeruleus,2480372,"Elanus caeruleus (Desfontaines, 1789)",SPECIES,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Elanus,1,44,212,7191147,2877,2480366
elephantorrhizaburkei,Elephantorrhiza burkei,Elephantorrhiza burkei,2933003,Elephantorrhiza burkei Benth.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Elephantorrhiza,6,7707728,220,1370,5386,2933002
elephantorrhizaelephantina,Elephantorrhiza elephantina,Elephantorrhiza elephantina,2933010,Elephantorrhiza elephantina Skeels,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Elephantorrhiza,6,7707728,220,1370,5386,2933002
elephantulusintufi,Elephantulus intufi,Elephantulus intufi,2440842,"Elephantulus intufi (A.Smith, 1836)",SPECIES,Animalia,Chordata,Mammalia,Macroscelidea,Macroscelididae,Elephantulus,1,44,359,1453,9391,2440838
elephantulusmyurus,Elephantulus myurus,Elephantulus myurus,2440855,"Elephantulus myurus Thomas & Schwann, 1906",SPECIES,Animalia,Chordata,Mammalia,Macroscelidea,Macroscelididae,Elephantulus,1,44,359,1453,9391,2440838
eleusineindica,Eleusine indica,Eleusine indica,2705953,Eleusine indica (L.) Gaertn.,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Eleusine,6,7707728,196,1369,3073,2705952
elymandragrallata,Elymandra grallata,Elymandra grallata,4113955,Elymandra grallata (Stapf) Clayton,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Elymandra,6,7707728,196,1369,3073,4113924
elytrophorusglobularis,Elytrophorus globularis,Elytrophorus globularis,4152811,Elytrophorus globularis Hack.,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Elytrophorus,6,7707728,196,1369,3073,4152786
emberizaflaviventris,Emberiza flaviventris,Emberiza flaviventris,2491478,"Emberiza flaviventris Stephens, 1815",SPECIES,Animalia,Chordata,Aves,Passeriformes,Emberizidae,Emberiza,1,44,212,729,9608,2491468
englerophytummagalismontanum,Englerophytum magalismontanum,Englerophytum magalismontanum,2888092,Englerophytum magalismontanum (Sonder) T.D.Penn.,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Ericales,Sapotaceae,Englerophytum,6,7707728,220,1353,8802,2888063
enneapogoncenchroides,Enneapogon cenchroides,Enneapogon cenchroides,8669627,Enneapogon cenchroides (Licht.) C.E.Hubb.,SPECIES,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Enneapogon,6,7707728,196,1369,3073,2703890
entadaarenaria,Entada arenaria,Entada arenaria,2976272,Entada arenaria Schinz,SPECIES,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Entada,6,7707728,220,1370,5386,2976182
epomophorusgambianus,Epomophorus gambianus,Epomophorus gambianus,2432790,"Epomophorus gambianus (Ogilby, 1835)",SPECIES,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Epomophorus,1,44,359,734,9367,2432785
epomophoruswahlbergi,Epomophorus wahlbergi,Epomophorus wahlbergi,2432787,"Epomophorus wahlbergi (Sundevall, 1846)",SPECIES,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Epomophorus,1,44,359,734,9367,2432785
eptesicuscapensis,Eptesicus capensis,Neoromicia capensis capensis,7261798,Neoromicia capensis capensis,SUBSPECIES,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Neoromicia,1,44,359,734,9368,4265901
equusasinus,Equus asinus,Equus asinus,2440891,"Equus asinus Linnaeus, 1758",SPECIES,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,1,44,359,795,5479,8652950
equuscaballus,Equus caballus,Equus caballus,2440886,"Equus caballus Linnaeus, 1758",SPECIES,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,1,44,359,795,5479,8652950
equusquagga,Equus quagga,Equus quagga,2440892,"Equus quagga Boddaert, 1785",SPECIES,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,1,44,359,795,5479,8652950
